,State,Total night minutes,Total intl minutes,Churn,NewCol,NewCol_calc
1256,TN,219.5,6.0,False,225.5,0
1257,UT,120.2,18.0,False,138.2,0
1258,RI,245.4,11.2,False,256.6,0
1259,NH,250.2,12.5,False,262.7,0
1260,AK,23.2,9.5,False,32.7,0
1261,NC,197.1,7.1,False,204.2,0
1262,AZ,165.1,11.5,False,176.6,0
1263,MA,120.3,7.5,True,127.8,1
1264,TN,162.9,10.5,False,173.4,0
1265,WY,195.6,10.1,False,205.7,0
1266,IA,157.7,9.0,False,166.7,0
1267,IN,228.1,5.4,False,233.5,0
1268,NJ,144.2,10.8,False,155.0,0
1269,FL,141.6,11.0,True,152.6,1
1270,MT,183.3,8.7,False,192.0,0
1271,ND,271.3,7.9,False,279.2,0
1272,MI,220.2,13.2,False,233.39999999999998,0
1273,MT,261.6,8.3,True,269.90000000000003,1
1274,AL,150.4,11.2,False,161.6,0
1275,NV,281.1,11.4,False,292.5,0
1276,MI,192.8,9.6,True,202.4,1
1277,FL,174.7,14.7,False,189.39999999999998,0
1278,NY,167.3,9.6,True,176.9,1
1279,KS,245.7,13.1,False,258.8,0
1280,NC,260.9,13.9,True,274.79999999999995,1
1281,MN,209.7,11.5,False,221.2,0
1282,RI,289.6,10.4,False,300.0,0
1283,UT,95.6,15.0,False,110.6,0
1284,OR,200.1,8.4,True,208.5,1
1285,SC,163.9,9.0,False,172.9,0
1286,IL,194.7,7.5,False,202.2,0
1287,OH,154.7,7.7,False,162.39999999999998,0
1288,MA,142.0,4.4,False,146.4,0
1289,OR,254.8,10.5,False,265.3,0
1290,CA,169.0,9.1,False,178.1,0
1291,WV,297.0,14.5,False,311.5,0
1292,VT,111.5,9.3,False,120.8,0
1293,ID,206.1,12.4,False,218.5,0
1294,OR,184.6,9.2,False,193.79999999999998,0
1295,GA,175.9,8.4,False,184.3,0
1296,ME,229.6,8.8,False,238.4,0
1297,HI,236.3,12.9,False,249.20000000000002,0
1298,AZ,160.5,7.8,False,168.3,0
1299,UT,205.0,14.0,True,219.0,1
1300,IA,210.6,10.2,False,220.79999999999998,0
1301,CT,224.0,7.3,False,231.3,0
1302,WA,136.0,9.6,True,145.6,1
1303,VA,227.4,12.9,False,240.3,0
1304,CO,212.5,8.8,False,221.3,0
1305,LA,136.0,10.8,False,146.8,0
1306,TX,255.8,10.6,True,266.40000000000003,1
1307,SD,153.0,9.8,False,162.8,0
1308,VA,170.6,13.8,False,184.4,0
1309,NY,260.7,11.4,False,272.09999999999997,0
1310,WA,184.2,7.4,True,191.6,1
1311,WI,249.0,8.9,False,257.9,0
1312,TN,215.8,6.4,False,222.20000000000002,0
1313,CT,63.6,7.3,False,70.9,0
1314,WA,111.6,6.3,False,117.89999999999999,0
1315,NH,153.2,11.8,False,165.0,0
1316,MT,206.4,8.7,False,215.1,0
1317,NE,381.9,7.5,False,389.4,0
1318,WA,109.6,7.7,False,117.3,0
1319,WI,207.2,6.1,False,213.29999999999998,0
1320,AR,147.1,14.5,False,161.6,0
1321,WI,168.6,8.9,False,177.5,0
1322,DE,192.6,9.1,True,201.7,1
1323,NH,214.0,9.3,False,223.3,0
1324,VA,217.4,12.6,False,230.0,0
1325,TN,224.3,10.0,True,234.3,1
1326,VA,220.9,6.3,False,227.20000000000002,0
1327,ID,210.1,10.9,True,221.0,1
1328,TN,193.7,10.1,False,203.79999999999998,0
1329,AZ,254.7,8.0,False,262.7,0
1330,MT,154.4,13.8,False,168.20000000000002,0
1331,OK,172.4,7.6,False,180.0,0
1332,ID,226.5,10.5,False,237.0,0
1333,NV,247.0,10.8,False,257.8,0
1334,KS,193.6,8.0,True,201.6,1
1335,WY,189.0,11.3,False,200.3,0
1336,MS,186.1,11.1,False,197.2,0
1337,WY,241.0,7.3,True,248.3,1
1338,TX,206.7,9.3,False,216.0,0
1339,WA,134.2,9.2,True,143.39999999999998,1
1340,HI,179.9,14.7,False,194.6,0
1341,IL,241.6,11.5,False,253.1,0
1342,AK,159.0,4.1,False,163.1,0
1343,MD,153.4,10.6,False,164.0,0
1344,MA,242.8,8.4,True,251.20000000000002,1
1345,SD,167.1,6.8,True,173.9,1
1346,PA,181.9,10.7,True,192.6,1
1347,NC,229.9,10.3,False,240.20000000000002,0
1348,VT,266.9,11.9,False,278.79999999999995,0
1349,KY,220.0,5.6,False,225.6,0
1350,WA,230.7,14.8,True,245.5,1
1351,LA,159.0,11.9,False,170.9,0
1352,WA,227.1,13.1,False,240.2,0
1353,ME,250.6,11.0,False,261.6,0
1354,WI,163.5,12.8,False,176.3,0
1355,TX,193.9,13.6,False,207.5,0
1356,IA,228.2,11.3,False,239.5,0
1357,AZ,191.9,12.8,False,204.70000000000002,0
1358,ND,243.4,14.9,False,258.3,0
1359,VT,277.3,10.3,True,287.6,1
1360,HI,135.7,13.1,False,148.79999999999998,0
1361,WY,251.6,13.6,False,265.2,0
1362,WV,160.4,9.9,False,170.3,0
1363,OK,263.4,7.7,False,271.09999999999997,0
1364,CT,270.2,13.7,True,283.9,1
1365,UT,180.5,11.6,False,192.1,0
1366,NY,225.1,12.3,False,237.4,0
1367,VA,170.6,8.6,False,179.2,0
1368,VT,98.9,11.5,False,110.4,0
1369,SD,150.2,7.3,False,157.5,0
1370,PA,264.5,6.6,False,271.1,0
1371,ND,197.1,8.9,False,206.0,0
1372,CT,225.1,8.2,False,233.29999999999998,0
1373,SC,208.9,4.1,True,213.0,1
1374,MI,191.8,8.5,False,200.3,0
1375,VT,333.5,11.3,False,344.8,0
1376,OH,285.3,4.2,True,289.5,1
1377,VT,261.7,13.4,False,275.09999999999997,0
1378,IL,193.4,8.9,False,202.3,0
1379,MO,202.0,10.2,False,212.2,0
1380,WI,217.5,12.0,False,229.5,0
1381,NJ,192.2,11.0,False,203.2,0
1382,GA,175.4,9.1,False,184.5,0
1383,VT,135.4,8.2,False,143.6,0
1384,CT,223.5,10.1,False,233.6,0
1385,AZ,235.7,8.9,False,244.6,0
1386,SD,165.6,7.1,False,172.7,0
1387,CT,302.8,7.6,False,310.40000000000003,0
1388,IN,204.1,9.9,False,214.0,0
1389,OH,190.4,15.3,False,205.70000000000002,0
1390,NY,107.5,9.3,False,116.8,0
1391,NE,226.7,8.4,False,235.1,0
1392,OK,214.2,4.5,True,218.7,1
1393,NC,166.4,9.1,False,175.5,0
1394,HI,143.3,13.0,False,156.3,0
1395,UT,191.3,12.2,False,203.5,0
1396,MD,197.7,11.5,False,209.2,0
1397,VT,168.8,7.2,False,176.0,0
1398,TX,243.6,11.0,False,254.6,0
1399,AZ,215.9,11.7,False,227.6,0
1400,VA,175.8,0.0,False,175.8,0
1401,WI,155.1,11.9,False,167.0,0
1402,NE,256.6,5.7,False,262.3,0
1403,KY,201.9,10.6,False,212.5,0
1404,NV,163.6,9.5,False,173.1,0
1405,MT,233.2,8.8,True,242.0,1
1406,MO,235.8,8.9,False,244.70000000000002,0
1407,MS,229.6,11.8,True,241.4,1
1408,NM,118.3,11.8,False,130.1,0
1409,NJ,248.3,8.4,False,256.7,0
1410,NH,260.4,12.2,False,272.59999999999997,0
1411,NC,167.9,7.7,False,175.6,0
1412,MT,210.6,9.4,False,220.0,0
1413,SD,243.3,9.8,False,253.10000000000002,0
1414,VA,234.7,9.7,False,244.39999999999998,0
1415,LA,203.1,9.1,False,212.2,0
1416,NV,192.9,7.6,False,200.5,0
1417,AK,150.5,10.7,False,161.2,0
1418,OH,139.8,5.7,False,145.5,0
1419,NM,180.5,6.6,False,187.1,0
1420,MI,214.5,17.9,True,232.4,1
1421,MN,210.7,10.4,False,221.1,0
1422,WY,261.6,5.6,False,267.20000000000005,0
1423,WY,152.8,10.4,False,163.20000000000002,0
1424,WA,252.9,11.7,False,264.6,0
1425,NM,222.3,4.6,False,226.9,0
1426,VA,254.7,9.8,False,264.5,0
1427,RI,148.6,9.6,False,158.2,0
1428,AL,98.3,11.2,False,109.5,0
1429,WV,233.0,7.0,False,240.0,0
1430,WV,217.9,7.6,False,225.5,0
1431,NJ,249.9,11.3,False,261.2,0
1432,TN,252.7,11.2,False,263.9,0
1433,MI,161.0,12.2,False,173.2,0
1434,UT,178.7,13.2,False,191.89999999999998,0
1435,IL,123.5,11.1,True,134.6,1
1436,MI,133.6,10.8,False,144.4,0
1437,WI,210.8,9.7,False,220.5,0
1438,ND,224.9,15.1,False,240.0,0
1439,VT,188.9,8.6,False,197.5,0
1440,WA,119.1,5.0,False,124.1,0
1441,NC,245.0,8.8,False,253.8,0
1442,ME,201.1,8.3,True,209.4,1
1443,SD,139.4,9.2,False,148.6,0
1444,WV,275.6,8.9,False,284.5,0
1445,ID,377.5,9.7,False,387.2,0
1446,LA,147.4,10.3,False,157.70000000000002,0
1447,GA,220.8,8.3,False,229.10000000000002,0
1448,FL,184.1,7.8,False,191.9,0
1449,CO,167.4,12.7,False,180.1,0
1450,NV,126.3,10.9,False,137.2,0
1451,IN,184.5,9.5,False,194.0,0
1452,VA,252.4,12.3,False,264.7,0
1453,UT,221.1,8.1,False,229.2,0
1454,UT,224.1,14.1,True,238.2,1
1455,MO,258.6,6.6,False,265.20000000000005,0
1456,CT,150.9,9.9,False,160.8,0
1457,HI,254.7,5.9,False,260.59999999999997,0
1458,MD,238.4,8.6,False,247.0,0
1459,VA,211.9,16.1,False,228.0,0
1460,MT,182.1,9.3,False,191.4,0
1461,SC,185.8,10.0,False,195.8,0
1462,CO,83.9,8.1,False,92.0,0
1463,ID,223.3,7.6,False,230.9,0
1464,AL,228.0,9.0,False,237.0,0
1465,CO,197.7,8.6,False,206.29999999999998,0
1466,UT,184.0,5.1,False,189.1,0
1467,DE,216.3,16.9,True,233.20000000000002,1
1468,OH,194.4,4.2,False,198.6,0
1469,RI,173.8,15.0,False,188.8,0
1470,FL,115.7,5.9,False,121.60000000000001,0
1471,OH,158.7,8.1,False,166.79999999999998,0
1472,MD,165.2,12.0,True,177.2,1
1473,IL,206.5,10.3,False,216.8,0
1474,PA,249.6,16.3,False,265.9,0
1475,AZ,169.4,15.8,False,185.20000000000002,0
1476,NH,218.8,5.9,False,224.70000000000002,0
1477,RI,194.7,9.8,False,204.5,0
1478,HI,195.3,9.7,False,205.0,0
1479,NJ,305.4,8.9,False,314.29999999999995,0
1480,WI,205.8,11.0,False,216.8,0
1481,MD,190.1,14.8,False,204.9,0
1482,OR,164.4,9.4,False,173.8,0
1483,NV,282.5,10.0,False,292.5,0
1484,AR,241.1,12.9,True,254.0,1
1485,MT,193.5,15.4,False,208.9,0
1486,CT,312.5,9.7,False,322.2,0
1487,UT,244.0,11.1,False,255.1,0
1488,GA,206.1,6.3,False,212.4,0
1489,NV,222.5,11.8,False,234.3,0
1490,TN,211.5,7.0,False,218.5,0
1491,DE,227.3,12.8,False,240.10000000000002,0
1492,NY,154.5,9.7,False,164.2,0
1493,MT,153.8,12.8,True,166.60000000000002,1
1494,IA,210.7,4.9,False,215.6,0
1495,VT,191.4,10.8,False,202.20000000000002,0
1496,LA,255.0,11.7,False,266.7,0
1497,MT,172.7,10.6,False,183.29999999999998,0
1498,NH,210.2,11.1,False,221.29999999999998,0
1499,WV,230.7,11.5,False,242.2,0
1500,ID,162.5,12.2,False,174.7,0
1501,AZ,185.5,12.7,False,198.2,0
1502,SC,168.8,5.9,False,174.70000000000002,0
1503,WV,236.7,12.2,False,248.89999999999998,0
1504,OH,280.5,8.5,False,289.0,0
1505,MD,188.3,8.8,False,197.10000000000002,0
1506,MD,248.3,10.7,False,259.0,0
1507,MN,239.8,12.0,False,251.8,0
1508,NE,252.2,6.6,False,258.8,0
1509,MN,210.3,9.2,False,219.5,0
1510,NY,211.1,8.6,False,219.7,0
1511,HI,171.0,6.7,False,177.7,0
1512,MO,65.7,4.2,False,69.9,0
1513,NV,212.7,12.0,False,224.7,0
1514,MA,311.8,7.0,False,318.8,0
1515,NH,225.2,10.0,False,235.2,0
1516,UT,233.8,8.4,True,242.20000000000002,1
1517,FL,194.2,12.4,False,206.6,0
1518,WA,203.6,11.3,False,214.9,0
1519,CT,194.3,8.9,False,203.20000000000002,0
1520,KY,214.6,9.5,False,224.1,0
1521,NM,221.6,9.7,False,231.29999999999998,0
1522,ND,263.2,5.6,False,268.8,0
1523,NV,212.4,11.4,False,223.8,0
1524,CA,71.1,12.5,False,83.6,0
1525,ID,129.1,13.1,False,142.2,0
1526,OK,213.7,13.4,False,227.1,0
1527,IA,221.3,9.0,False,230.3,0
1528,OH,203.0,4.5,True,207.5,1
1529,NJ,227.3,10.6,False,237.9,0
1530,IA,271.8,8.0,True,279.8,1
1531,DE,167.5,9.6,True,177.1,1
1532,CA,171.5,11.5,True,183.0,1
1533,WY,252.0,13.9,True,265.9,1
1534,OR,293.7,10.7,True,304.4,1
1535,ME,237.7,12.0,False,249.7,0
1536,AR,219.9,8.9,False,228.8,0
1537,ME,158.7,11.1,True,169.79999999999998,1
1538,WV,197.4,13.7,True,211.1,1
1539,PA,152.3,10.7,False,163.0,0
1540,HI,199.7,15.7,False,215.39999999999998,0
1541,MT,270.0,7.6,False,277.6,0
1542,DC,258.2,11.9,False,270.09999999999997,0
1543,AR,235.5,12.7,False,248.2,0
1544,MS,141.6,8.2,False,149.79999999999998,0
1545,OH,104.1,11.0,False,115.1,0
1546,MO,182.3,14.3,False,196.60000000000002,0
1547,TX,170.6,10.5,False,181.1,0
1548,MD,169.2,10.3,False,179.5,0
1549,CT,227.2,14.4,False,241.6,0
1550,SC,112.3,11.4,False,123.7,0
1551,MI,210.0,8.7,True,218.7,1
1552,SD,135.0,16.4,False,151.4,0
1553,CO,228.7,11.3,False,240.0,0
1554,ID,220.9,13.3,False,234.20000000000002,0
1555,AZ,205.0,8.6,False,213.6,0
1556,FL,259.9,9.6,False,269.5,0
1557,MN,289.4,13.5,False,302.9,0
1558,DE,256.6,14.8,False,271.40000000000003,0
1559,MI,217.2,5.9,False,223.1,0
1560,MS,151.5,8.9,False,160.4,0
1561,MA,203.7,10.0,False,213.7,0
1562,CA,207.5,12.9,False,220.4,0
1563,MN,205.1,7.3,False,212.4,0
1564,VT,288.8,0.0,False,288.8,0
1565,CT,198.4,10.8,False,209.20000000000002,0
1566,WV,209.5,9.5,False,219.0,0
1567,WV,279.6,15.6,False,295.20000000000005,0
1568,NE,274.4,11.4,False,285.79999999999995,0
1569,NC,230.1,11.5,False,241.6,0
1570,NE,281.4,17.3,False,298.7,0
1571,IL,191.4,6.1,False,197.5,0
1572,MA,253.5,10.1,False,263.6,0
1573,AZ,221.6,11.6,False,233.2,0
1574,SD,185.9,12.7,False,198.6,0
1575,MT,191.0,8.5,False,199.5,0
1576,VT,172.2,10.4,False,182.6,0
1577,UT,186.7,10.2,False,196.89999999999998,0
1578,HI,162.1,8.8,False,170.9,0
1579,DC,109.6,16.5,False,126.1,0
1580,WI,166.8,10.6,False,177.4,0
1581,UT,143.9,5.6,False,149.5,0
1582,WA,271.2,9.0,False,280.2,0
1583,SD,211.7,13.2,False,224.89999999999998,0
1584,MT,253.4,12.6,False,266.0,0
1585,NJ,309.1,11.4,True,320.5,1
1586,CT,194.7,7.2,False,201.89999999999998,0
1587,VA,227.0,12.7,False,239.7,0
1588,NC,217.1,12.4,False,229.5,0
1589,AK,239.1,5.8,False,244.9,0
1590,MD,129.6,11.3,False,140.9,0
1591,IL,152.1,11.1,False,163.2,0
1592,CT,187.7,5.8,False,193.5,0
1593,KS,255.3,10.9,True,266.2,1
1594,MA,168.2,6.3,False,174.5,0
1595,NJ,178.9,8.6,False,187.5,0
1596,AR,170.8,8.2,False,179.0,0
1597,MS,159.0,15.1,False,174.1,0
1598,ND,79.3,8.8,False,88.1,0
1599,IN,221.7,13.4,False,235.1,0
1600,MI,261.6,4.5,False,266.1,0
1601,AR,163.1,11.3,True,174.4,1
1602,VT,196.2,8.7,False,204.89999999999998,0
1603,WV,150.3,11.3,False,161.60000000000002,0
1604,ME,114.2,13.3,False,127.5,0
1605,IA,191.4,11.1,False,202.5,0
1606,CT,325.6,10.1,False,335.70000000000005,0
1607,NM,154.7,12.9,False,167.6,0
1608,OR,242.7,13.8,False,256.5,0
1609,VT,285.4,11.2,False,296.59999999999997,0
1610,RI,306.6,12.6,False,319.20000000000005,0
1611,RI,200.6,11.2,False,211.79999999999998,0
1612,NM,270.0,7.0,False,277.0,0
1613,AL,173.4,3.8,False,177.20000000000002,0
1614,MT,192.0,13.8,True,205.8,1
1615,CT,280.4,7.6,False,288.0,0
1616,TN,272.8,10.9,False,283.7,0
1617,ID,259.3,11.0,False,270.3,0
1618,TX,172.4,11.9,False,184.3,0
1619,NH,204.7,12.2,True,216.89999999999998,1
1620,ND,163.1,9.6,False,172.7,0
1621,SC,179.7,7.9,False,187.6,0
1622,KS,133.1,9.6,False,142.7,0
1623,ME,161.9,11.3,False,173.20000000000002,0
1624,RI,169.8,11.1,False,180.9,0
1625,WI,290.0,9.8,False,299.8,0
1626,NC,114.1,8.6,False,122.69999999999999,0
1627,OH,132.6,12.7,False,145.29999999999998,0
1628,WY,190.5,15.8,False,206.3,0
1629,NJ,197.8,8.0,False,205.8,0
1630,ND,130.2,13.2,False,143.39999999999998,0
1631,WI,238.2,10.0,False,248.2,0
1632,KY,188.0,11.2,False,199.2,0
1633,NY,285.7,9.5,False,295.2,0
1634,MO,210.1,12.0,False,222.1,0
1635,AZ,151.9,9.5,True,161.4,1
1636,MN,210.0,8.9,False,218.9,0
1637,CO,241.8,9.1,False,250.9,0
1638,MD,167.8,9.7,True,177.5,1
1639,AR,174.3,11.7,False,186.0,0
1640,TN,202.0,11.0,False,213.0,0
1641,DE,188.9,10.1,False,199.0,0
1642,TN,195.1,7.5,False,202.6,0
1643,WI,311.1,7.3,False,318.40000000000003,0
1644,WV,158.2,10.5,False,168.7,0
1645,CT,261.7,11.3,False,273.0,0
1646,MN,151.2,9.9,True,161.1,1
1647,MO,214.8,13.5,False,228.3,0
1648,VA,270.4,8.5,False,278.9,0
1649,NH,171.5,10.4,False,181.9,0
1650,OK,104.7,9.6,False,114.3,0
1651,CT,139.6,17.3,True,156.9,1
1652,TN,177.7,7.2,False,184.89999999999998,0
1653,MD,155.7,11.1,True,166.79999999999998,1
1654,WI,165.8,10.7,False,176.5,0
1655,SD,207.7,5.0,False,212.7,0
1656,ND,281.3,10.7,False,292.0,0
1657,VA,177.5,6.0,False,183.5,0
1658,UT,246.0,6.4,False,252.4,0
1659,MA,131.3,13.7,False,145.0,0
1660,SD,143.2,14.7,False,157.89999999999998,0
1661,AL,210.0,8.9,False,218.9,0
1662,AL,173.9,13.7,True,187.6,1
1663,WV,210.4,10.9,False,221.3,0
1664,SC,165.7,10.6,False,176.29999999999998,0
1665,FL,115.6,12.3,False,127.89999999999999,0
1666,KY,235.4,6.4,False,241.8,0
1667,UT,129.6,10.2,False,139.79999999999998,0
1668,NY,189.6,7.8,False,197.4,0
1669,MS,209.9,8.1,False,218.0,0
1670,NH,266.6,12.7,False,279.3,0
1671,VA,305.4,14.0,False,319.4,0
1672,VT,173.0,13.7,False,186.7,0
1673,WY,171.7,10.5,False,182.2,0
1674,NV,220.2,9.9,True,230.1,1
1675,WV,227.1,10.2,False,237.29999999999998,0
1676,WA,161.5,7.7,False,169.2,0
1677,KS,168.2,9.0,False,177.2,0
1678,VT,273.4,8.9,False,282.29999999999995,0
1679,OK,267.1,10.6,True,277.70000000000005,1
1680,GA,178.3,12.7,False,191.0,0
1681,CO,192.8,7.1,False,199.9,0
1682,AK,228.1,8.5,False,236.6,0
1683,TN,226.0,12.9,False,238.9,0
1684,KY,149.4,14.1,False,163.5,0
1685,PA,194.0,10.8,False,204.8,0
1686,CT,268.5,12.3,False,280.8,0
1687,CT,175.0,14.2,False,189.2,0
1688,MN,175.3,10.5,False,185.8,0
1689,WY,197.4,11.4,False,208.8,0
1690,PA,221.8,12.4,False,234.20000000000002,0
1691,OR,179.3,7.3,True,186.60000000000002,1
1692,PA,264.6,6.3,True,270.90000000000003,1
1693,OK,173.2,12.5,False,185.7,0
1694,VT,254.9,11.5,True,266.4,1
1695,ID,291.8,13.3,False,305.1,0
1696,PA,153.8,12.4,False,166.20000000000002,0
1697,NM,206.1,11.5,False,217.6,0
1698,FL,286.3,6.0,False,292.3,0
1699,TX,161.8,8.4,False,170.20000000000002,0
1700,VT,192.7,9.4,False,202.1,0
1701,MA,178.2,11.0,True,189.2,1
1702,OR,216.4,7.7,True,224.1,1
1703,DE,178.0,11.1,False,189.1,0
1704,FL,120.0,11.6,True,131.6,1
1705,ID,129.0,7.2,False,136.2,0
1706,MD,267.6,11.7,False,279.3,0
1707,WV,206.9,5.6,True,212.5,1
1708,ID,116.4,11.2,False,127.60000000000001,0
1709,NV,181.2,10.5,False,191.7,0
1710,OH,269.8,9.0,False,278.8,0
1711,ID,145.8,11.7,False,157.5,0
1712,SC,164.7,10.3,False,175.0,0
1713,MO,228.9,7.5,True,236.4,1
1714,NE,233.7,11.4,False,245.1,0
1715,NC,228.6,13.3,False,241.9,0
1716,ME,147.4,9.1,False,156.5,0
1717,MI,231.4,14.3,False,245.70000000000002,0
1718,AZ,297.9,9.7,True,307.59999999999997,1
1719,AZ,179.8,15.2,False,195.0,0
1720,HI,210.7,6.1,False,216.79999999999998,0
1721,NJ,230.1,8.2,False,238.29999999999998,0
1722,MS,193.8,12.3,False,206.10000000000002,0
1723,MA,241.4,10.9,False,252.3,0
1724,SC,170.2,7.1,False,177.29999999999998,0
1725,MN,282.6,14.1,False,296.70000000000005,0
1726,WV,196.1,11.0,False,207.1,0
1727,MS,259.2,12.2,False,271.4,0
1728,VA,201.8,9.5,False,211.3,0
1729,MS,166.0,13.4,False,179.4,0
1730,NM,247.2,12.6,False,259.8,0
1731,TX,255.6,12.9,True,268.5,1
1732,HI,222.4,8.3,False,230.70000000000002,0
1733,WA,239.5,3.5,False,243.0,0
1734,WI,216.9,13.8,False,230.70000000000002,0
1735,CO,157.4,14.8,False,172.20000000000002,0
1736,NV,191.4,6.9,True,198.3,1
1737,RI,218.5,8.8,False,227.3,0
1738,VA,300.0,4.8,False,304.8,0
1739,NJ,167.0,5.8,True,172.8,1
1740,ND,118.9,9.4,False,128.3,0
1741,MN,276.6,3.7,False,280.3,0
1742,HI,237.9,11.4,False,249.3,0
1743,ND,131.3,5.8,False,137.10000000000002,0
1744,WI,238.0,7.7,False,245.7,0
1745,MN,188.7,10.2,False,198.89999999999998,0
1746,DC,248.2,13.5,True,261.7,1
1747,KS,154.9,10.0,False,164.9,0
1748,MT,268.4,14.1,False,282.5,0
1749,WV,188.8,8.8,False,197.60000000000002,0
1750,ME,262.9,6.9,True,269.79999999999995,1
1751,WY,218.0,8.8,False,226.8,0
1752,NY,262.0,14.1,True,276.1,1
1753,VT,228.9,7.5,False,236.4,0
1754,NC,141.5,9.7,True,151.2,1
1755,MO,141.2,11.9,False,153.1,0
1756,NC,117.8,9.2,False,127.0,0
1757,NJ,165.3,12.0,False,177.3,0
1758,OH,253.9,12.1,False,266.0,0
1759,TX,209.5,8.9,False,218.4,0
1760,WA,259.9,9.2,False,269.09999999999997,0
1761,TN,241.2,7.7,False,248.89999999999998,0
1762,HI,186.0,7.4,False,193.4,0
1763,WY,171.0,11.5,False,182.5,0
1764,CT,239.4,7.5,True,246.9,1
1765,NM,127.9,12.7,True,140.6,1
1766,NJ,171.6,11.6,False,183.2,0
1767,AL,229.4,10.5,False,239.9,0
1768,MN,179.7,10.8,True,190.5,1
1769,NC,133.3,9.6,False,142.9,0
1770,OH,252.9,9.1,False,262.0,0
1771,ND,229.0,12.7,False,241.7,0
1772,CO,114.5,12.5,False,127.0,0
1773,ND,222.4,11.5,False,233.9,0
1774,NY,281.5,6.6,False,288.1,0
1775,WI,256.7,9.5,False,266.2,0
1776,WY,228.2,11.0,False,239.2,0
1777,OR,219.6,10.0,True,229.6,1
1778,CO,236.4,11.3,False,247.70000000000002,0
1779,LA,170.5,11.3,False,181.8,0
1780,AL,218.9,12.0,False,230.9,0
1781,TX,116.1,15.1,False,131.2,0
1782,PA,141.1,8.0,False,149.1,0
1783,IL,165.4,10.9,False,176.3,0
1784,DE,214.2,14.1,True,228.29999999999998,1
1785,MO,235.6,7.9,False,243.5,0
1786,AR,287.8,8.2,False,296.0,0
1787,OH,169.6,7.8,False,177.4,0
1788,WI,195.7,12.3,False,208.0,0
1789,GA,114.3,4.7,False,119.0,0
1790,KY,210.2,9.2,False,219.39999999999998,0
1791,OH,179.5,10.8,False,190.3,0
1792,TN,231.7,6.1,False,237.79999999999998,0
1793,SD,279.8,7.3,False,287.1,0
1794,NY,203.7,11.5,True,215.2,1
1795,GA,123.8,15.2,False,139.0,0
1796,TX,212.4,13.0,False,225.4,0
1797,WV,203.6,10.2,False,213.79999999999998,0
1798,MI,214.7,12.0,False,226.7,0
1799,ND,87.5,6.2,False,93.7,0
1800,NE,221.2,10.7,False,231.89999999999998,0
1801,SD,263.9,8.5,False,272.4,0
1802,NJ,98.0,13.8,False,111.8,0
1803,AK,210.0,8.5,False,218.5,0
1804,CT,263.8,9.6,True,273.40000000000003,1
1805,CO,217.1,10.7,False,227.79999999999998,0
1806,MD,185.6,11.7,False,197.29999999999998,0
1807,ND,135.9,12.9,False,148.8,0
1808,NH,217.4,12.4,False,229.8,0
1809,MN,294.8,13.8,False,308.6,0
1810,KY,227.5,11.9,False,239.4,0
1811,NH,240.3,15.4,False,255.70000000000002,0
1812,CO,94.4,8.3,False,102.7,0
1813,KY,169.7,6.1,False,175.79999999999998,0
1814,KY,112.8,13.1,False,125.89999999999999,0
1815,IN,181.6,9.5,False,191.1,0
1816,OR,141.1,18.4,False,159.5,0
1817,SD,190.7,7.3,False,198.0,0
1818,DE,286.5,11.8,False,298.3,0
1819,OR,262.7,4.4,False,267.09999999999997,0
1820,NE,243.9,8.9,False,252.8,0
1821,OH,108.9,15.4,False,124.30000000000001,0
1822,OH,127.1,8.8,False,135.9,0
1823,AR,277.8,11.8,False,289.6,0
1824,KS,185.7,15.0,False,200.7,0
1825,TX,115.9,7.8,False,123.7,0
1826,WI,199.4,7.7,False,207.1,0
1827,OR,250.9,13.4,False,264.3,0
1828,VA,141.9,9.9,False,151.8,0
1829,AR,162.1,10.6,False,172.7,0
1830,CT,72.2,10.5,False,82.7,0
1831,OH,266.9,11.3,False,278.2,0
1832,WY,138.4,15.1,False,153.5,0
1833,IL,182.5,8.0,False,190.5,0
1834,MO,256.2,14.2,False,270.4,0
1835,DC,218.3,8.0,False,226.3,0
1836,MA,156.7,9.7,False,166.39999999999998,0
1837,NH,171.8,8.6,True,180.4,1
1838,IA,177.7,8.1,False,185.79999999999998,0
1839,AL,247.1,13.2,False,260.3,0
1840,OR,224.6,7.1,False,231.7,0
1841,WV,157.4,5.3,False,162.70000000000002,0
1842,WA,231.3,8.9,True,240.20000000000002,1
1843,NV,243.5,16.2,False,259.7,0
1844,SC,207.5,11.5,True,219.0,1
1845,NC,269.0,13.9,True,282.9,1
1846,NH,161.3,11.5,False,172.8,0
1847,WY,129.2,12.5,False,141.7,0
1848,FL,197.4,8.6,False,206.0,0
1849,PA,216.8,13.9,True,230.70000000000002,1
1850,NC,212.3,9.3,True,221.60000000000002,1
1851,MO,144.0,10.9,True,154.9,1
1852,KS,240.0,14.5,False,254.5,0
1853,KY,221.6,5.9,False,227.5,0
1854,DE,271.8,5.5,False,277.3,0
1855,WI,91.2,10.9,False,102.10000000000001,0
1856,CO,139.4,9.7,False,149.1,0
1857,NM,249.4,12.1,True,261.5,1
1858,DE,111.7,11.2,False,122.9,0
1859,IL,230.4,8.0,False,238.4,0
1860,WA,203.3,7.4,False,210.70000000000002,0
1861,MA,184.0,7.7,True,191.7,1
1862,OH,178.1,8.0,True,186.1,1
1863,TN,110.7,8.7,False,119.4,0
